start_location,end_location,distance_meters,duration_seconds,duration_minutes,num_steps,directions
dh1&2,academic block 3(ab3),1997.9,353.0,5.9,7,Start heading left (287m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (496m) | Arrive at your destination
dh1&2,I3 adminstrative block,1957.6,345.1,5.8,8,Start heading left (287m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
dh1&2,chancellor office,1957.6,345.1,5.8,8,Start heading left (287m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
dh1&2,p1 faculty block,1957.6,345.1,5.8,8,Start heading left (287m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
dh1&2,p2 faculty block,1957.6,345.1,5.8,8,Start heading left (287m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
dh1&2,p3 faculty block,2220.3,415.1,6.9,6,Start heading left (287m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (517m) | Turn left (128m) | Turn left (687m) | Arrive at your destination
dh1&2,central library,2137.6,386.6,6.4,7,Start heading left (287m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (636m) | Arrive at your destination
dh1&2,sac,2107.6,379.3,6.3,7,Start heading left (287m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (606m) | Arrive at your destination
dh1&2,food court,576.0,63.2,1.1,3,Start heading left (287m) | End of road left on Nuzividu - Mylavaram Road (288m) | Arrive at your destination
dh1&2,boys mess,516.8,60.0,1.0,3,Start heading left (287m) | End of road left on Nuzividu - Mylavaram Road (229m) | Arrive at your destination
dh1&2,girls mess,706.1,70.5,1.2,3,Start heading left (287m) | End of road left on Nuzividu - Mylavaram Road (419m) | Arrive at your destination
dh1&2,sbi,716.2,71.0,1.2,3,Start heading left (287m) | End of road left on Nuzividu - Mylavaram Road (429m) | Arrive at your destination
dh1&2,nuzvid clinic,2137.6,386.6,6.4,7,Start heading left (287m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (636m) | Arrive at your destination
dh1&2,yoga shala,653.1,67.5,1.1,3,Start heading left (287m) | End of road left on Nuzividu - Mylavaram Road (366m) | Arrive at your destination
dh1&2,k2 ground,460.6,56.9,0.9,3,Start heading left (287m) | End of road left on Nuzividu - Mylavaram Road (173m) | Arrive at your destination
dh1&2,I1 boys hostel,59.7,8.7,0.1,2,Start heading left (59m) | Arrive at your destination
dh1&2,I2 boys hostel,11.1,1.6,0.0,2,Start heading left (11m) | Arrive at your destination
dh1&2,k2 girls hostel,739.8,72.3,1.2,3,Start heading left (287m) | End of road left on Nuzividu - Mylavaram Road (452m) | Arrive at your destination
dh1&2,k3 girls hostel,172.1,24.8,0.4,2,Start heading right (172m) | Arrive at your destination
dh1&2,k4 girls hostel,197.6,28.5,0.5,2,Start heading right (197m) | Arrive at your destination
dh1&2,dh3,40.6,5.8,0.1,2,Start heading right (40m) | Arrive at your destination
dh1&2,dh4,73.5,10.6,0.2,2,Start heading right (73m) | Arrive at your destination
dh1&2,beta cluster,127.8,18.4,0.3,2,Start heading left (127m) | Arrive at your destination
dh1&2,eta cluster,131.4,20.1,0.3,3,Start heading left (73m) | Turn right (57m) | Arrive at your destination
dh1&2,gama cluster,179.0,26.9,0.4,3,Start heading left (73m) | Turn right (105m) | Arrive at your destination
dh1&2,kappa cluster,179.7,26.0,0.4,2,Start heading straight (179m) | Arrive at your destination
dh1&2,lambda cluster,312.5,45.7,0.8,4,Start heading straight (222m) | Turn right (34m) | Turn right (55m) | Arrive at your destination
dh1&2,mue cluster,487.5,76.3,1.3,6,Start heading straight (222m) | Turn right (34m) | Turn left (87m) | Turn right (72m) | Turn right (70m) | Arrive at your destination
dh1&2,omega cluster,506.2,79.2,1.3,5,Start heading straight (222m) | Turn right (34m) | Turn right (113m) | Turn left (136m) | Arrive at your destination
dh1&2,nuzvid gate,1715.1,285.1,4.8,7,Start heading left (287m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (214m) | Arrive at your destination
dh1&2,sklm gate,520.1,86.1,1.4,7,Start heading straight (222m) | Turn right (34m) | Turn left (87m) | Turn right (72m) | Turn left (50m) | Turn right (53m) | Arrive at your destination
dh3,academic block 1(ab1),1998.2,350.9,5.8,8,Start heading left (327m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
dh3,academic block2(ab2),2005.4,350.9,5.8,7,Start heading left (327m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (463m) | Arrive at your destination
dh3,academic block 3(ab3),2038.5,358.8,6.0,7,Start heading left (327m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (496m) | Arrive at your destination
dh3,I3 adminstrative block,1998.2,350.9,5.8,8,Start heading left (327m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
dh3,chancellor office,1998.2,350.9,5.8,8,Start heading left (327m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
dh3,p1 faculty block,1998.2,350.9,5.8,8,Start heading left (327m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
dh3,p2 faculty block,1998.2,350.9,5.8,8,Start heading left (327m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
dh3,p3 faculty block,2260.9,420.9,7.0,6,Start heading left (327m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (517m) | Turn left (128m) | Turn left (687m) | Arrive at your destination
dh3,central library,2178.2,392.4,6.5,7,Start heading left (327m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (636m) | Arrive at your destination
dh3,sac,2148.2,385.1,6.4,7,Start heading left (327m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (606m) | Arrive at your destination
dh3,food court,616.6,69.0,1.1,3,Start heading left (327m) | End of road left on Nuzividu - Mylavaram Road (288m) | Arrive at your destination
dh3,boys mess,557.4,65.8,1.1,3,Start heading left (327m) | End of road left on Nuzividu - Mylavaram Road (229m) | Arrive at your destination
dh3,girls mess,746.7,76.3,1.3,3,Start heading left (327m) | End of road left on Nuzividu - Mylavaram Road (419m) | Arrive at your destination
dh3,sbi,756.8,76.8,1.3,3,Start heading left (327m) | End of road left on Nuzividu - Mylavaram Road (429m) | Arrive at your destination
dh3,nuzvid clinic,2178.2,392.4,6.5,7,Start heading left (327m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (636m) | Arrive at your destination
dh3,yoga shala,693.7,73.3,1.2,3,Start heading left (327m) | End of road left on Nuzividu - Mylavaram Road (366m) | Arrive at your destination
dh3,k2 ground,501.2,62.7,1.0,3,Start heading left (327m) | End of road left on Nuzividu - Mylavaram Road (173m) | Arrive at your destination
dh3,I1 boys hostel,100.3,14.5,0.2,2,Start heading left (100m) | Arrive at your destination
dh3,I2 boys hostel,51.7,7.4,0.1,2,Start heading left (51m) | Arrive at your destination
dh3,k2 girls hostel,780.4,78.1,1.3,3,Start heading left (327m) | End of road left on Nuzividu - Mylavaram Road (452m) | Arrive at your destination
dh3,k3 girls hostel,131.5,19.0,0.3,2,Start heading right (131m) | Arrive at your destination
dh3,k4 girls hostel,157.0,22.7,0.4,2,Start heading right (157m) | Arrive at your destination
dh3,dh1&2,40.6,5.8,0.1,2,Start heading left (40m) | Arrive at your destination
dh3,dh4,32.9,4.8,0.1,2,Start heading right (32m) | Arrive at your destination
dh3,beta cluster,168.4,24.2,0.4,2,Start heading left (168m) | Arrive at your destination
dh3,eta cluster,172.0,25.9,0.4,3,Start heading left (114m) | Turn right (57m) | Arrive at your destination
dh3,gama cluster,219.6,32.7,0.5,3,Start heading left (114m) | Turn right (105m) | Arrive at your destination
dh3,kappa cluster,220.3,34.1,0.6,3,Start heading left (40m) | Turn right (179m) | Arrive at your destination
dh3,lambda cluster,353.1,53.8,0.9,5,Start heading left (40m) | Turn right (222m) | Turn right (34m) | Turn right (55m) | Arrive at your destination
dh3,mue cluster,528.1,84.4,1.4,7,Start heading left (40m) | Turn right (222m) | Turn right (34m) | Turn left (87m) | Turn right (72m) | Turn right (70m) | Arrive at your destination
dh3,omega cluster,546.7,87.3,1.5,6,Start heading left (40m) | Turn right (222m) | Turn right (34m) | Turn right (113m) | Turn left (136m) | Arrive at your destination
dh3,nuzvid gate,1755.7,290.9,4.8,7,Start heading left (327m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (214m) | Arrive at your destination
dh3,sklm gate,560.7,94.2,1.6,8,Start heading left (40m) | Turn right (222m) | Turn right (34m) | Turn left (87m) | Turn right (72m) | Turn left (50m) | Turn right (53m) | Arrive at your destination
dh4,academic block 1(ab1),2031.2,355.7,5.9,8,Start heading left (360m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
dh4,academic block2(ab2),2038.4,355.7,5.9,7,Start heading left (360m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (463m) | Arrive at your destination
dh4,academic block 3(ab3),2071.4,363.6,6.1,7,Start heading left (360m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (496m) | Arrive at your destination
dh4,I3 adminstrative block,2031.2,355.7,5.9,8,Start heading left (360m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
dh4,chancellor office,2031.2,355.7,5.9,8,Start heading left (360m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
dh4,p1 faculty block,2031.2,355.7,5.9,8,Start heading left (360m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
dh4,p2 faculty block,2031.2,355.7,5.9,8,Start heading left (360m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (345m) | Turn right (111m) | Arrive at your destination
dh4,p3 faculty block,2293.9,425.7,7.1,6,Start heading left (360m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (517m) | Turn left (128m) | Turn left (687m) | Arrive at your destination
dh4,central library,2211.1,397.2,6.6,7,Start heading left (360m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (636m) | Arrive at your destination
dh4,sac,2181.1,389.9,6.5,7,Start heading left (360m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (606m) | Arrive at your destination
dh4,food court,649.5,73.8,1.2,3,Start heading left (360m) | End of road left on Nuzividu - Mylavaram Road (288m) | Arrive at your destination
dh4,boys mess,590.3,70.6,1.2,3,Start heading left (360m) | End of road left on Nuzividu - Mylavaram Road (229m) | Arrive at your destination
dh4,girls mess,779.7,81.1,1.4,3,Start heading left (360m) | End of road left on Nuzividu - Mylavaram Road (419m) | Arrive at your destination
dh4,sbi,789.8,81.6,1.4,3,Start heading left (360m) | End of road left on Nuzividu - Mylavaram Road (429m) | Arrive at your destination
dh4,nuzvid clinic,2211.1,397.2,6.6,7,Start heading left (360m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (636m) | Arrive at your destination
dh4,yoga shala,726.7,78.1,1.3,3,Start heading left (360m) | End of road left on Nuzividu - Mylavaram Road (366m) | Arrive at your destination
dh4,k2 ground,534.1,67.5,1.1,3,Start heading left (360m) | End of road left on Nuzividu - Mylavaram Road (173m) | Arrive at your destination
dh4,I1 boys hostel,133.2,19.3,0.3,2,Start heading left (133m) | Arrive at your destination
dh4,I2 boys hostel,84.6,12.2,0.2,2,Start heading left (84m) | Arrive at your destination
dh4,k2 girls hostel,813.3,82.9,1.4,3,Start heading left (360m) | End of road left on Nuzividu - Mylavaram Road (452m) | Arrive at your destination
dh4,k3 girls hostel,98.5,14.2,0.2,2,Start heading right (98m) | Arrive at your destination
dh4,k4 girls hostel,124.1,17.9,0.3,2,Start heading right (124m) | Arrive at your destination
dh4,dh1&2,73.5,10.6,0.2,2,Start heading left (73m) | Arrive at your destination
dh4,dh3,32.9,4.8,0.1,2,Start heading left (32m) | Arrive at your destination
dh4,beta cluster,201.4,29.0,0.5,2,Start heading left (201m) | Arrive at your destination
dh4,eta cluster,204.9,30.7,0.5,3,Start heading left (147m) | Turn right (57m) | Arrive at your destination
dh4,gama cluster,252.5,37.5,0.6,3,Start heading left (147m) | Turn right (105m) | Arrive at your destination
dh4,kappa cluster,253.3,38.9,0.6,3,Start heading left (73m) | Turn right (179m) | Arrive at your destination
dh4,lambda cluster,386.0,58.6,1.0,5,Start heading left (73m) | Turn right (222m) | Turn right (34m) | Turn right (55m) | Arrive at your destination
dh4,mue cluster,561.1,89.2,1.5,7,Start heading left (73m) | Turn right (222m) | Turn right (34m) | Turn left (87m) | Turn right (72m) | Turn right (70m) | Arrive at your destination
dh4,omega cluster,579.7,92.1,1.5,6,Start heading left (73m) | Turn right (222m) | Turn right (34m) | Turn right (113m) | Turn left (136m) | Arrive at your destination
dh4,nuzvid gate,1788.6,295.7,4.9,7,Start heading left (360m) | End of road left on Nuzividu - Mylavaram Road (600m) | Turn right (411m) | Turn right (132m) | Turn right (69m) | Turn right (214m) | Arrive at your destination
dh4,sklm gate,593.7,99.0,1.6,8,Start heading left (73m) | Turn right (222m) | Turn right (34m) | Turn left (87m) | Turn right (72m) | Turn left (50m) | Turn right (53m) | Arrive at your destination
